measuredElement,measuredItemCPC,geographicAreaM49,timePointYears,Value,flagObservationStatus,flagMethod
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2007,1200000,E,f
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2008,1200000,E,f
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2009,1200000,E,f
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2010,1200000,E,f
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2011,1200000,E,f
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2012,1200000,E,f
Production (t) (5510),Compound feed n.e.c. (23319.04),Italy (380),2013,1200000,E,f
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1990,9840,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1991,9840,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1992,9900,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1993,9960,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1994,8940,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1995,8610,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1996,9960,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1997,10050,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1998,10050,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),1999,10050,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2000,11700,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2001,10500,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2002,9900,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2003,11100,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2004,12510,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2005,15450,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2006,15000,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2007,16800,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2008,15600,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2009,14100,I,-
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2010,14100,I,i
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2011,14400,I,i
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2012,15600,I,i
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2013,16590,I,i
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2014,18852.28,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2015,30943.72,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2016,19157.8,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2017,21449.44,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2018,21581.12,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2019,21147.15,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2020,20658.03,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2021,18615.14,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2022,20471.18,I,c
Production (t) (5510),"Fruit, Nuts, Peel, Sugar Preserved (23670.02)",Italy (380),2023,19805.24,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1990,16152.959,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1991,16065.978,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1992,13826.954,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1993,15471.231,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1994,10575.243,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1995,12076.05,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1996,12463.689,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1997,11702.019,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1998,9918.195,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),1999,7394.376,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2000,7355.496,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2001,6006.366,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2002,4530.3916,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2003,4484.304,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2004,4587.158,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2005,4345.4136,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2006,4360.3096,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2007,4502.5,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2008,6346.1104,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2009,8757.504,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2010,6790.86,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2011,6528.9,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2012,6741.33,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2013,6565.06,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2014,6864.64,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2015,6856.02,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2016,8387.34,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2017,8356.98,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2018,7814.84,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2019,1273.75,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2020,1153.97,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2021,4613.39,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2022,1086.04,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),France (250),2023,4199.14,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1990,1000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1991,1000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1992,1000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1993,1750,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1994,1500,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1995,1750,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1996,2000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1997,2000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1998,2250,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),1999,3250,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2000,3250,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2001,4250,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2002,4750,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2003,5500,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2004,5500,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2005,5000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2006,4500,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2007,7500,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2008,11000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2009,7000,I,-
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2010,9000,I,i
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2011,9000,I,i
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2012,12000,I,i
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2013,11000,I,i
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2014,11422.41,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2015,13427.42,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2016,15000,E,f
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2017,15157.51,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2018,16248.59,I,c
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2019,15000,E,f
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2020,15000,E,f
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2021,10000,E,f
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2022,10000,E,f
Production (t) (5510),Homogenized Vegetable Preparations (23991.02),Italy (380),2023,12000,E,f
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1990,0,M,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1991,0,M,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1992,0,M,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1993,0,M,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1994,0,M,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1995,0,M,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1996,1400,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1997,1400,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1998,2800,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),1999,2100,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2000,1400,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2001,1400,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2002,2100,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2003,3500,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2004,3500,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2005,2100,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2006,2100,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2007,2100,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2008,2800,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2009,4200,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2010,7173.6,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2011,7140,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2012,4564,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2013,4687.2,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2014,6122.81,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2015,7264.05,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2016,6326.95,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2017,6178.02,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2018,10181.34,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2019,10168.66,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2020,9621.61,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2021,9760.36,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2022,10736.4,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",France (250),2023,11047.79,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1990,140,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1991,140,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1992,0,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1993,1260,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1994,1540,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1995,1610,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1996,2660,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1997,3150,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1998,3850,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),1999,3850,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2000,5950,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2001,6090,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2002,4690,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2003,2800,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2004,2450,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2005,1400,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2006,2100,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2007,3500,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2008,3500,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2009,2800,I,-
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2010,2800,I,i
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2011,2800,I,i
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2012,4900,I,i
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2013,5600,I,i
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2014,5642.37,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2015,10000,E,f
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2016,6153.56,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2017,10000,E,f
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2018,6788.91,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2019,6653.56,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2020,9591.61,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2021,10235.51,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2022,12186.37,I,c
Production (t) (5510),"Homogenized Cooked Fruit, Prepared (23991.03)",Italy (380),2023,11944.37,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1990,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1991,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1992,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1993,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1994,1969.458,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1995,2062.0525,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1996,2067.246,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1997,2080.2817,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1998,1999.8649,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),1999,1951.8577,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2000,1852.8937,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2001,1906.2456,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2002,1956.8389,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2003,1921.3909,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2004,2801.268,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2005,2724.2947,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2006,3489.0647,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2007,2691.297,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2008,1736.9473,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2009,1754.844,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2010,1751.17,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2011,1739.42,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2012,1690.31,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2013,1601.77,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2014,1614.3,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2015,1643.65,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2016,1651.13,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2017,1609.27,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2018,1613.42,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2019,1615.88,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2020,1621.6,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2021,1617.44,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2022,1559.3,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),France (250),2023,1495.74,I,c
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1990,60,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1991,120,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1992,120,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1993,180,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1994,120,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1995,120,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1996,0,"",-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1997,420,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1998,600,I,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),1999,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2000,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2001,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2002,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2003,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2004,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2005,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2006,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2007,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2008,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2009,0,M,-
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2010,0,M,u
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2011,0,M,u
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2012,0,M,u
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2013,0,M,u
Production (t) (5510),Homogenized Meat Preparations (23991.04),Italy (380),2014,0,M,-
Production (t) (5510),Soya Paste (23995.02),France (250),2010,0,I,c
Production (t) (5510),Soya Paste (23995.02),France (250),2011,0,I,c
Production (t) (5510),Soya Paste (23995.02),France (250),2012,0,I,c
Production (t) (5510),Soya Paste (23995.02),France (250),2013,0,I,c
Production (t) (5510),Soya Curd (23999.03),France (250),2010,0,I,c
Production (t) (5510),Soya Curd (23999.03),France (250),2011,0,I,c
Production (t) (5510),Soya Curd (23999.03),France (250),2012,0,I,c
Production (t) (5510),Soya Curd (23999.03),France (250),2013,0,I,c
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1990,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1991,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1992,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1993,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1994,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1995,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1996,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1997,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1998,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),1999,0,"",-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2000,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2001,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2002,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2003,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2004,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2005,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2006,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2007,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2008,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2009,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2010,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2011,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2012,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2013,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2014,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2015,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2016,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2017,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2018,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),France (250),2019,0,M,-
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1990,2,T,-
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1991,6.4,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1992,2.6,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1993,2.6,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1994,2.2,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1995,3.2,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1996,4.8,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1997,3.8,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1998,6.6,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),1999,7.8,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2000,12,I,e
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2001,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2002,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2003,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2004,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2005,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2006,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2007,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2008,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2009,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2010,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2011,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2012,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2013,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2014,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2015,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2016,12,E,f
Production (t) (5510),Raw silk (not thrown) (26110),Italy (380),2017,12,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1990,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1991,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1992,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1993,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1994,12000,T,-
